id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Reg3a	0.000701005	0.092674493	0.952	0	1
Lgals9	0.000701005	0.393347998	0.952	0	1
Jazf1	0.000701005	0.013511627	0.952	0	1
Cdkn3	0.000701005	0.234928244	0.952	0	1
Snorc	0.000701005	0.240807161	0.952	0	1
Plxnd1	0.000701005	0.049134187	0.952	0	1
Rtp4	0.000701005	0.026507955	0.952	0	1
Cst6	0.000701005	0.389377536	0.952	0	1
Tipinl1	0.000701005	0.007895274	0.952	0	1
Taf6l	0.000701005	0.014313584	0.952	0	1
Zfp503	0.000701005	0.221301495	0.952	0	1
Fastkd1	0.000701005	0.211239598	0.952	0	1
LOC691143	0.000701005	0.01027737	0.952	0	1
Lrriq1	0.000701005	0.490892987	0.952	0	1
ENSRNOG00000034161	0.000701005	1.28263726	0.952	0	1
Sh3bgrl3	0.000873607	-0.980717317	0.984	1	1
Cxcl2	0.001076052	0.100087611	0.935	0	1
Fiz1	0.001076052	0.088971815	0.935	0	1
Npy1r	0.001076052	0.234726168	0.935	0	1
Baiap2l1	0.001076052	0.100850591	0.935	0	1
Jmjd1c	0.001076052	0.132393354	0.935	0	1
LOC691995	0.001076052	0.32305182	0.935	0	1
Cd302	0.001076052	0.273855071	0.935	0	1
Zfhx3	0.001076052	0.01545625	0.935	0	1
Dcxr	0.001076052	0.123452017	0.935	0	1
Ak5	0.001076052	0.388986531	0.935	0	1
Lrrtm3	0.001076052	0.071923698	0.935	0	1
Ret	0.001076052	0.106136527	0.935	0	1
Oxsm	0.001076052	0.138000885	0.935	0	1
Cadps2	0.001076052	0.013068935	0.935	0	1
Stx1a	0.001076052	0.264706341	0.935	0	1
Map4k5	0.001076052	0.057865224	0.935	0	1
Pmp2	0.001328741	0.840751338	0.935	0	1
Hpcal4	0.00155721	0.007377729	0.855	0	1
Ptgds	0.001629853	0.457320081	0.919	0	1
Irf1	0.001629853	0.022416982	0.919	0	1
Id1	0.001629853	0.229927321	0.919	0	1
Cgas	0.001629853	0.00776467	0.919	0	1
Gda	0.001629853	0.038200452	0.919	0	1
Nampt	0.001629853	0.259355047	0.919	0	1
Nfil3	0.001629853	0.133414929	0.919	0	1
Trib1	0.001629853	0.214080017	0.919	0	1
Kctd14	0.001629853	-0.000455822	0.919	0	1
Gprasp1	0.001629853	0.348829604	0.919	0	1
Snai2	0.001629853	0.013603844	0.919	0	1
Pmepa1	0.001629853	0.082670776	0.919	0	1
Ugt1a7c	0.001629853	0.1599998	0.919	0	1
Gstt1	0.001629853	0.119373185	0.919	0	1
Galnt14	0.001629853	0.100730345	0.919	0	1
Ahdc1	0.001629853	0.128102208	0.919	0	1
LOC102550036	0.001629853	0.008309952	0.919	0	1
Tox2	0.001629853	0.144135319	0.919	0	1
Emcn	0.00240444	0.088379788	0.871	0	1
MGC108823	0.002436055	0.037526242	0.903	0	1
Mtmr2	0.002436055	0.264461245	0.903	0	1
Psmc3ip	0.002436055	0.032811816	0.903	0	1
Pmfbp1	0.002436055	0.066233687	0.903	0	1
Gpr22	0.002436055	0.125715349	0.903	0	1
Mylip	0.002436055	0.185494603	0.903	0	1
Ier5l	0.002436055	0.0188041	0.903	0	1
Mok	0.002436055	0.21568918	0.903	0	1
Slc43a3	0.002436055	0.011621763	0.903	0	1
Hoxb2	0.002436055	0.011280928	0.903	0	1
Gprc5b	0.002870151	0.003190746	0.839	0	1
Rgs1	0.002957438	0.075494154	0.887	0	1
LOC680045	0.00328876	0.007072446	0.79	0	1
Slit2	0.003381234	0.010878103	0.806	0	1
Hdac5	0.00350976	0.008417493	0.839	0	1
Ccl4	0.003593117	0.070734912	0.887	0	1
Bglap	0.003593117	0.092286131	0.887	0	1
Col5a3	0.003593117	0.379911883	0.887	0	1
Krba1	0.003593117	0.095290854	0.887	0	1
Id4	0.003593117	0.836086708	0.887	0	1
Slc16a13	0.003593117	0.004919793	0.887	0	1
St3gal6	0.003593117	0.178717781	0.887	0	1
Grik1	0.003593117	0.472913863	0.887	0	1
Ahi1	0.003593117	0.417083519	0.887	0	1
Pde2a	0.003593117	0.111424829	0.887	0	1
Arl13b	0.003593117	0.136356483	0.887	0	1
Abcg3l3	0.003593117	0.009056265	0.887	0	1
Ano4	0.003593117	0.085233013	0.887	0	1
Rin2	0.003593117	0.008203461	0.887	0	1
Spata6l	0.003924558	0.004643207	0.774	0	1
Kazald1	0.004044502	0.009506675	0.79	0	1
ENSRNOG00000054017	0.004664731	0.014613306	0.758	0	1
Spry4	0.004818735	0.005726763	0.774	0	1
Ccl2	0.005230278	0.960019998	0.871	0	1
Nuf2	0.005230278	0.006530426	0.871	0	1
Ifih1	0.005230278	0.121661193	0.871	0	1
Scrg1	0.005230278	0.156657006	0.871	0	1
Negr1	0.005230278	0.009863945	0.871	0	1
Hsbp1l1	0.005230278	0.196306725	0.871	0	1
Noct	0.005230278	0.095313848	0.871	0	1
Slc8b1	0.005230278	0.288235316	0.871	0	1
Tob1	0.005230278	0.118318676	0.871	0	1
Uba7	0.005230278	0.00715339	0.871	0	1
Dag1	0.005230278	0.357472517	0.871	0	1
Itsn1	0.005230278	0.04546053	0.871	0	1
Ppp1r42	0.005230278	0.007797628	0.871	0	1
Nupl2	0.005230278	0.042990209	0.871	0	1
Kcnip1	0.005241552	-1.399015869	0.194	0.4	1
Hspb1	0.005442703	-0.920604763	0.968	1	1
AABR07055191.1	0.005522867	0.002676387	0.742	0	1
Plvap	0.006513755	0.002997288	0.726	0	1
Metrnl	0.006513755	0.002203983	0.726	0	1
Ccdc138	0.006513755	0.002379051	0.726	0	1
Fam83h	0.006760705	0.002695574	0.742	0	1
Psmb9	0.007484764	0.181878347	0.839	0	1
Penk	0.007514027	0.01203974	0.855	0	1
Angptl4	0.007514027	0.052653131	0.855	0	1
Zfp521	0.007514027	0.01027815	0.855	0	1
Cd3eap	0.007514027	0.108918597	0.855	0	1
Pdlim4	0.007514027	0.102648651	0.855	0	1
Tap1	0.007514027	0.022297117	0.855	0	1
Rassf7	0.007514027	0.006972817	0.855	0	1
Tjp1	0.007514027	0.143686875	0.855	0	1
Fdx1	0.007514027	0.232790521	0.855	0	1
Nfkbie	0.007514027	0.011997872	0.855	0	1
Gpatch4	0.007514027	0.005476099	0.855	0	1
Cdh1	0.007514027	0.235146724	0.855	0	1
Sspn	0.007514027	0.1044262	0.855	0	1
Socs1	0.007514027	0.042327241	0.855	0	1
Ada	0.007514027	0.322511749	0.855	0	1
Nppc	0.007653418	0.001867642	0.71	0	1
Zfp354c	0.008435774	0.025277157	0.758	0	1
Epas1	0.008738496	0.135649684	0.79	0	1
Col3a1	0.008959141	0.003450305	0.694	0	1
C1qc	0.008959141	0.000149367	0.694	0	1
Dmwd	0.008959141	0.000331542	0.694	0	1
RatNP-3b	0.008959141	0.000193283	0.694	0	1
AABR07036331.2	0.008959141	0.004338115	0.694	0	1
Zfp260	0.008959141	0.002187089	0.694	0	1
RT1-T24-4	0.008959141	0.000746555	0.694	0	1
Sox15	0.008959141	0.002657473	0.694	0	1
Cldn19	0.008959141	0.000808406	0.694	0	1
Sgo1	0.008959141	0.004554734	0.694	0	1
Cd9	0.008972491	1.48562593	0.968	0.2	1
Arid5a	0.009342206	0.001816467	0.71	0	1
Clcn5	0.009342206	0.012857987	0.71	0	1
Sorcs2	0.009342206	-0.000924169	0.71	0	1
Gpc3	0.01044949	0.000375132	0.677	0	1
Lmod1	0.01044949	0.001549388	0.677	0	1
Igfbp3	0.010654739	0.515091851	0.839	0	1
Id2	0.010654739	0.711452151	0.839	0	1
Gfpt2	0.010654739	0.010138472	0.839	0	1
Il31ra	0.010921246	0.097776456	0.694	0	1
Ucn2	0.011325335	0.000207842	0.71	0	1
Gnao1	0.011435636	-1.479993589	0.645	0.8	1
Comp	0.012550576	0.005136472	0.806	0	1
Calcb	0.012639055	1.510947708	0.984	0.2	1
Acpp	0.012639055	0.775608454	0.839	0	1
C1qb	0.012721282	0.002349877	0.677	0	1
Tjp2	0.012721282	0.001141798	0.677	0	1
Prex1	0.012721282	0.000349639	0.677	0	1
Fbrsl1	0.012721282	0.000398069	0.677	0	1
Aspa	0.012721282	0.000618575	0.677	0	1
Lrrk2	0.012721282	0.000992935	0.677	0	1
Lrfn3	0.012721282	0.000329848	0.677	0	1
Neb	0.013219171	-0.001059991	0.694	0	1
Apoe	0.014462543	-1.288322922	0.79	1	1
Anxa5	0.014462543	-1.428137136	0.952	1	1
Cdh5	0.014912977	-0.004556555	0.823	0	1
Lef1	0.014912977	0.008821023	0.823	0	1
Asic1	0.014912977	0.194075024	0.823	0	1
Limd2	0.014912977	0.824270006	0.823	0	1
Dgki	0.014912977	0.030164823	0.823	0	1
Mphosph9	0.016329896	0.000718048	0.71	0	1
Slc39a10	0.017574584	1.029749842	0.823	0	1
Top2a	0.017819536	0.001259172	0.661	0	1
Mgp	0.017819536	0.063041449	0.661	0	1
Acer2	0.017819536	0.003149831	0.661	0	1
ENSRNOG00000054774	0.017819536	0.000511048	0.661	0	1
Zfp964	0.017819536	0.014014386	0.661	0	1
Susd2	0.018755126	1.383644788	0.952	0.2	1
Ndst3	0.018992713	0.000488433	0.694	0	1
Hlx	0.019689863	-0.000969106	0.629	0	1
Timp4	0.020542908	0.000671589	0.79	0	1
Zcchc12	0.020604834	0.020376034	0.806	0	1
Stap2	0.020604834	0.0555685	0.806	0	1
Rhpn2	0.020604834	0.003295897	0.806	0	1
Sema4f	0.020604834	0.190854495	0.806	0	1
Klf13	0.020604834	0.534744333	0.806	0	1
Zfp52	0.02135503	0.00109397	0.661	0	1
Il1b	0.022561383	0.003569378	0.694	0	1
AABR07052486.1	0.023694457	0.001691599	0.629	0	1
Rad51ap1	0.023983358	-8.18E-05	0.774	0	1
Polr3g	0.024138571	-0.084750782	1	0.2	1
AABR07021544.1	0.02447319	0.059867747	0.581	0	1
Ibsp	0.024626257	-0.001025324	0.645	0	1
Bard1	0.024626257	6.60E-05	0.645	0	1
Bub1	0.024626257	0.000154934	0.645	0	1
Zfp300	0.024626257	-0.003911456	0.645	0	1
Npw	0.024626257	8.94E-05	0.645	0	1
Idi1	0.024910728	-1.4610017	0.774	0.8	1
Lmo7	0.02542477	-0.000650373	0.661	0	1
Mdh1	0.025692237	-0.79475256	0.919	1	1
Cox15	0.026097156	0.007114878	0.677	0	1
Cyyr1	0.027712401	0.111471405	0.742	0	1
Abcb1b	0.028105512	0.185858929	0.79	0	1
Nnat	0.028105512	0.208187106	0.79	0	1
Lix1	0.028105512	0.063862236	0.79	0	1
Cenpw	0.028105512	0.005392829	0.79	0	1
AABR07009106.1	0.028105512	0.282230102	0.79	0	1
Myo1a	0.028105512	0.01161176	0.79	0	1
Hoxb5	0.028105512	0.20030156	0.79	0	1
Camk2a	0.028105512	0.033935226	0.79	0	1
Cst12	0.028105512	0.211830009	0.79	0	1
Tmem216	0.028105512	0.016273641	0.79	0	1
Ppp1r9a	0.028105512	0.215641428	0.79	0	1
Krt8	0.028105512	0.018145353	0.79	0	1
Galns	0.028105512	0.037323122	0.79	0	1
Epha5	0.028158901	-2.054664695	0.984	0.8	1
Tspan8	0.028158901	-1.072900567	0.919	0.8	1
Pllp	0.02899535	-0.686156602	0.984	0.2	1
Plscr1	0.02926727	-0.001220036	0.645	0	1
Exosc3	0.030084152	0.064551371	0.661	0	1
Acot1	0.030764528	0.180825941	0.677	0	1
Cyba	0.030764528	0.084804662	0.677	0	1
Slc30a2	0.030764528	0.000118959	0.677	0	1
Gulp1	0.030764528	0.031128753	0.677	0	1
Thbs4	0.030797001	-0.856611531	0.984	0.2	1
Kcng1	0.030797001	-0.751244235	0.984	0.2	1
Arhgap15	0.030797001	-1.19558697	0.984	0.2	1
Ddit4l2	0.030797001	-0.992875939	0.984	0.2	1
Gfm2	0.030797001	-0.852041533	0.984	0.2	1
Taf7	0.030797001	-1.495857909	0.984	0.2	1
Scgb1a1	0.031097209	0.002552812	0.597	0	1
Myof	0.031678742	0.002893809	0.548	0	1
AABR07053516.1	0.031759294	-0.000478303	0.71	0	1
Sox5	0.032097604	0.00071643	0.726	0	1
Il15ra	0.032097604	0.002673777	0.726	0	1
Nr4a3	0.032097604	0.103845841	0.726	0	1
Brpf1	0.03252025	0.002618959	0.758	0	1
Vcam1	0.033579584	-0.000787254	0.629	0	1
Tfeb	0.033579584	-0.003132059	0.629	0	1
Tgds	0.033579584	0.000925255	0.629	0	1
Slfn4	0.033675058	0.001109137	0.565	0	1
Calcrl	0.035391367	0.060113542	0.661	0	1
LOC100909712	0.036789355	-0.379559734	0.968	0.2	1
Mgst1	0.036789355	0.43213433	0.952	0.2	1
Xirp2	0.037850231	0.00142164	0.774	0	1
Giot1	0.037850231	0.176884758	0.774	0	1
Cntnap4	0.037850231	0.03586663	0.774	0	1
Cklf	0.037850231	0.267832122	0.774	0	1
Avpr1a	0.037850231	0.007694814	0.774	0	1
Cmip	0.037850231	0.87688648	0.774	0	1
Acsl4	0.037850231	0.54253632	0.774	0	1
Dlg2	0.037850231	0.026420263	0.774	0	1
Tubb2a	0.037915372	-1.134685297	0.952	0.8	1
Fbxo32	0.038995907	-0.861367161	0.968	0.2	1
Atp2b4	0.039015433	-0.246201689	0.968	0.2	1
Tmsb4x	0.041354412	0.440271589	1	1	1
Kifap3	0.041354412	-0.844958886	1	1	1
Slitrk2	0.041407239	0.006291883	0.661	0	1
Ttll7	0.042555183	-1.086784017	0.855	0.8	1
S1pr2	0.043612976	-0.939433281	0.935	0.2	1
Scn9a	0.043747487	1.905943592	0.774	0	1
Pltp	0.045182337	0.041316229	0.613	0	1
Pip	0.045182337	-0.01222107	0.613	0	1
Col1a1	0.045182337	-0.006498629	0.613	0	1
Calr4	0.045182337	0.000842931	0.613	0	1
Nefm	0.046344661	-0.407560079	1	1	1
Gbp5	0.046374955	-0.00976043	0.629	0	1
AC141102.1	0.047374033	0.065775397	0.645	0	1
Sgo2	0.047374033	0.000229575	0.645	0	1
Hsp90b1	0.047666369	-0.973760238	0.742	0.8	1
Stk32a	0.048854236	0.003769215	0.677	0	1
Mrgprb4	0.048979009	-0.80999499	0.952	0.2	1
Gadd45a	0.048979009	-0.401622156	0.274	0.2	1
Lrrfip1	0.048979009	-0.976586175	0.952	0.2	1
AC134224.3	0.049021904	1.408996907	0.984	0.6	1
Basp1	0.049024162	-1.559837094	1	0.8	1
Id3	0.050331549	0.109623594	0.758	0	1
Sostdc1	0.050331549	0.002195415	0.758	0	1
Tbx3	0.050331549	0.004728403	0.758	0	1
Scn3b	0.050331549	0.231350401	0.758	0	1
Uap1l1	0.050331549	0.037251573	0.758	0	1
Ick	0.050331549	0.125300063	0.758	0	1
Stard4	0.050331549	0.006572683	0.758	0	1
Chrne	0.050331549	0.231588987	0.758	0	1
Zfp512	0.050331549	0.161852461	0.758	0	1
Kcnk1	0.050331549	0.024597438	0.758	0	1
Cavin3	0.050331549	1.055095477	0.758	0	1
AABR07072449.1	0.050331549	0.001396105	0.758	0	1
Fyb1	0.051637491	0.000256573	0.532	0	1
Rbbp6	0.051832499	-1.792370125	0.952	0.8	1
Klc1	0.051832499	-1.129136237	1	0.8	1
Acta2	0.054162225	-0.000995179	0.548	0	1
Hist1h1e	0.054725847	-0.653105571	0.29	0.2	1
Hgf	0.054725847	-0.532757699	0.29	0.2	1
Rnf144a	0.054725847	-0.763018217	0.29	0.2	1
Hmgn3	0.054725847	-0.721769337	0.29	0.2	1
Rtn2	0.054725847	-0.608105092	0.29	0.2	1
Dnaja1	0.056294015	-0.589339074	0.968	0.8	1
ENSRNOG00000061528	0.056945344	0.020196384	0.694	0	1
Adgrf5	0.057460489	0.068357641	0.468	0	1
Dhh	0.057803848	-0.582883505	0.935	0.2	1
Ramp2	0.057803848	-0.453382945	0.29	0.2	1
Casp3	0.057803848	-0.777903985	0.29	0.2	1
Bst2	0.058326549	0.008720313	0.581	0	1
Rgs5	0.059996179	-0.00692761	0.597	0	1
Gcnt1	0.059996179	0.008226307	0.597	0	1
Wfdc15b	0.059996179	3.71E-05	0.597	0	1
AABR07018078.1	0.059996179	0.005813155	0.597	0	1
Zfhx2	0.061024399	-0.840201506	0.935	0.2	1
Bgn	0.061024399	-0.862588622	0.935	0.2	1
Ets2	0.061024399	-0.843860231	0.935	0.2	1
Gltpd2	0.061024399	-1.329803425	0.935	0.2	1
Vwa1	0.061024399	-0.593844508	0.935	0.2	1
Eef2k	0.061024399	-1.916770228	0.935	0.2	1
Gast	0.061413969	0.040794253	0.613	0	1
Adora2b	0.062598882	-0.001062697	0.629	0	1
AABR07001905.2	0.062598882	0.000535414	0.629	0	1
Mid1ip1	0.064392184	0.611701382	0.903	0.2	1
Ly6h	0.064434796	-1.550514941	0.548	0.6	1
Ebf1	0.064434796	-1.230169435	0.581	0.6	1
Ccdc149	0.065413638	0.001309839	0.694	0	1
Cxcl9	0.065740668	0.115560044	0.71	0	1
Ankrd39	0.06597149	0.000213712	0.565	0	1
Pcp4	0.066092192	0.616146149	0.742	0	1
Cxcl16	0.066092192	0.132605056	0.742	0	1
S100a13	0.066092192	2.096729738	0.742	0	1
Sema4a	0.066092192	-0.005350167	0.742	0	1
Cldn3	0.066092192	0.000208563	0.742	0	1
Mrgprx3	0.066092192	0.316186874	0.742	0	1
Dact1	0.066092192	0.02952646	0.742	0	1
Pdlim2	0.066092192	0.007095666	0.742	0	1
Npb	0.066092192	0.141118444	0.742	0	1
Zfp385a	0.066092192	0.073242741	0.742	0	1
Necab2	0.066092192	0.09198609	0.742	0	1
Ccr10	0.066092192	0.003250636	0.742	0	1
Nme5	0.066092192	0.001457215	0.742	0	1
Tlk1	0.066092192	0.006859006	0.742	0	1
Wdr60	0.066092192	0.27002561	0.742	0	1
Tbc1d30	0.066092192	0.250985503	0.742	0	1
Neurl4	0.066092192	0.005964526	0.742	0	1
Cdh8	0.066092192	0.00636875	0.742	0	1
Cyp51	0.066184158	-1.144488601	0.935	0.8	1
AABR07004269.3	0.067911928	-0.615806393	0.306	0.2	1
Alg8	0.067911928	-0.907261887	0.306	0.2	1
Dgkh	0.067911928	-0.832493218	0.306	0.2	1
Mia	0.067926867	0.055048552	0.581	0	1
Gap43	0.067966863	-0.554374357	0.984	1	1
Sectm1b	0.069018977	0.076349847	0.468	0	1
Hnrnpa2b1	0.069783257	-0.929790363	0.839	0.8	1
Pou4f3	0.071588394	-0.44953602	0.306	0.2	1
Cx3cl1	0.072164904	0.035091355	0.629	0	1
AABR07017159.1	0.074423885	0.000538759	0.677	0	1
Fsip1	0.075321436	0.00169327	0.726	0	1
Fabp3	0.075426375	1.503281164	0.742	0	1
Sh3gl3	0.075426375	-1.856076914	0.919	0.2	1
Rgs9	0.078630107	0.051238483	0.581	0	1
Cdc20	0.078630107	7.74E-05	0.581	0	1
Matn2	0.078630107	0.106897821	0.581	0	1
Smagp	0.078630107	0.025695356	0.581	0	1
Gjc1	0.079653814	0.001398134	0.419	0	1
Cited1	0.081662753	-0.00442289	0.613	0	1
LOC102555217	0.081662753	9.96E-05	0.613	0	1
Osbpl1a	0.083606151	-0.532902311	0.323	0.2	1
Pemt	0.083606151	-1.148931154	0.323	0.2	1
Serpinb6a	0.083667841	-0.735628029	0.935	0.8	1
ENSRNOG00000047321	0.085712678	0.064715647	0.726	0	1
Gpihbp1	0.085712678	0.066808798	0.726	0	1
Gbp2	0.085712678	0.298357859	0.258	0	1
Crh	0.085712678	-0.000817174	0.258	0	1
Isg15	0.085712678	0.132081417	0.726	0	1
Ifitm3	0.085712678	0.555205587	0.258	0	1
Ifit3	0.085712678	0.001771943	0.726	0	1
Oasl	0.085712678	0.101043308	0.726	0	1
Ttyh1	0.085712678	0.36364331	0.258	0	1
S1pr3	0.085712678	0.051049444	0.726	0	1
LOC100912489	0.085712678	0.720363202	0.258	0	1
Hpca	0.085712678	0.454141516	0.258	0	1
Mbp	0.085712678	0.480169418	0.258	0	1
Sp110	0.085712678	0.29102699	0.258	0	1
RT1-A1	0.085712678	0.454165417	0.726	0	1
Ccdc22	0.085712678	-8.37E-06	0.258	0	1
Krt7	0.085712678	0.03831288	0.726	0	1
Ptpn2	0.085712678	0.18516282	0.258	0	1
Nktr	0.085712678	0.126156537	0.258	0	1
ENSRNOG00000055947	0.085712678	0.031620843	0.258	0	1
Ndn	0.085712678	1.55760252	0.726	0	1
Asphd1	0.085712678	0.17568099	0.258	0	1
Tst	0.085712678	0.143642263	0.726	0	1
Esco2	0.085712678	0.015189647	0.258	0	1
Kif11	0.085712678	0.000455995	0.726	0	1
Sncaip	0.085712678	0.004519562	0.726	0	1
Itpkc	0.085712678	0.015336641	0.258	0	1
Pcdh19	0.085712678	0.002097251	0.726	0	1
Anks1a	0.085712678	0.004544167	0.726	0	1
AABR07073134.1	0.085712678	0.092225952	0.258	0	1
Myo1b	0.085712678	0.052181315	0.258	0	1
Fmo2	0.085712678	0.002854978	0.726	0	1
Abi3bp	0.085712678	0.196420197	0.726	0	1
Frmd6	0.085712678	0.049066837	0.726	0	1
Mpp2	0.085712678	0.08370669	0.258	0	1
Eif2ak2	0.085712678	0.423523787	0.258	0	1
Srgap2	0.085712678	0.028918577	0.726	0	1
Atp11b	0.085712678	0.092264072	0.726	0	1
Mxd4	0.085712678	0.526765751	0.258	0	1
Efemp1	0.085712678	0.010501488	0.258	0	1
Ppp1r14c	0.085712678	0.058025754	0.258	0	1
Ercc6	0.085712678	0.005022194	0.726	0	1
S1pr1	0.085712678	0.003912539	0.726	0	1
Smtn	0.085712678	0.164253571	0.258	0	1
Pi16	0.086304864	0.000402185	0.548	0	1
Klf4	0.087957615	-0.638750333	0.903	0.2	1
Mgll	0.087957615	-0.475216553	0.323	0.2	1
Atp1b1	0.088021	-0.633956557	0.984	1	1
Gbp7	0.092489911	-0.656797588	0.903	0.2	1
Ndrg4	0.092489911	1.008594875	0.871	0.2	1
Apoc1	0.092489911	-0.809149298	0.903	0.2	1
AC124205.1	0.092489911	-0.821430002	0.903	0.2	1
Gpr37l1	0.092489911	-0.886342299	0.903	0.2	1
Ube2d1	0.092541973	-0.939990934	0.645	0.6	1
Rxfp1	0.096874005	0.002537846	0.694	0	1
Cyr61	0.097087686	0.008546844	0.258	0	1
Tubb5	0.099702193	-0.640174739	0.984	0.8	1
Rgs16	0.101722621	0.117512271	0.565	0	1
Kit	0.101722621	0.054223048	0.565	0	1
Tmem229a	0.102116292	-0.679136903	0.339	0.2	1
Cpe	0.102171043	-1.191209603	0.613	0.6	1
Fth1	0.10218473	0.400690438	1	1	1
Cox6b2	0.103613817	0.062212084	0.581	0	1
RF00001	0.103613817	-0.009132037	0.581	0	1
Gnas	0.104709234	-1.09697834	0.935	0.8	1
LOC108351137	0.104709234	-0.80127608	0.984	0.8	1
Scgn	0.105187648	0.000159671	0.597	0	1
Lime1	0.105914943	0.00010538	0.403	0	1
Nrn1	0.107219968	0.569776544	0.871	0.2	1
Acot7	0.107290069	-0.755564656	0.823	0.8	1
AC128848.1	0.10979331	0.970020728	0.71	0	1
Apod	0.10979331	0.225323006	0.71	0	1
Sat1	0.10979331	0.919416357	0.274	0	1
RT1-Db1	0.10979331	0.024209547	0.274	0	1
Fabp7	0.10979331	0.334292357	0.274	0	1
Flt1	0.10979331	0.000580689	0.71	0	1
Map3k8	0.10979331	-0.003241118	0.71	0	1
Gpx2	0.10979331	0.47537559	0.274	0	1
Plcd4	0.10979331	0.022895919	0.274	0	1
Serpine2	0.10979331	0.252589408	0.274	0	1
AABR07054716.1	0.10979331	0.209414933	0.71	0	1
Slc4a4	0.10979331	0.363765628	0.274	0	1
Taf1c	0.10979331	0.039929795	0.274	0	1
Lonrf2	0.10979331	0.281011981	0.71	0	1
Creld2	0.10979331	0.168863998	0.274	0	1
Ptchd1	0.10979331	0.003985314	0.71	0	1
Lrrn4cl	0.10979331	0.003670364	0.71	0	1
Ebi3	0.10979331	0.002564295	0.71	0	1
Lrrk1	0.10979331	-0.00054609	0.274	0	1
Smim18	0.10979331	0.390393778	0.274	0	1
AC131360.1	0.10979331	0.001821139	0.71	0	1
AABR07068127.1	0.10979331	0.141714157	0.274	0	1
Sema7a	0.10979331	-8.30E-05	0.274	0	1
Tomm40l	0.10979331	0.009269129	0.274	0	1
Lpar1	0.10979331	0.241263777	0.274	0	1
Ppfibp2	0.10979331	0.156266488	0.274	0	1
Arhgap24	0.10979331	0.023399059	0.71	0	1
Agl	0.10979331	0.173073943	0.71	0	1
Litaf	0.10979331	0.134564695	0.71	0	1
Gng7	0.10979331	0.11739272	0.71	0	1
Dclre1a	0.10979331	0.053556863	0.274	0	1
Hmgcs2	0.10979331	0.096007223	0.274	0	1
