id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Cyyr1	1.16E-05	0.111557515	0.742	0	0.023279897
Ddit4l2	1.18E-05	0.105358641	0.984	0.611	0.02369262
Polk	1.26E-05	0.054010383	0.806	0.167	0.025240112
ENSRNOG00000054774	1.28E-05	0.000535165	0.661	0	0.025690589
Stk35	1.32E-05	5.98E-05	0.694	0	0.026330221
Plxnd1	1.32E-05	0.033749077	0.952	0.611	0.026330221
Zfhx3	1.46E-05	0.014374599	0.935	0.333	0.029246541
Itsn1	1.46E-05	-0.259006035	0.871	0.167	0.029246541
Sh2d1a	1.47E-05	0.008543246	0.129	0.5	0.029371182
Ccdc138	1.48E-05	0.00148287	0.726	0.056	0.029651636
Slc8b1	1.51E-05	-0.224381487	0.871	0.111	0.030119391
Hoxb2	1.53E-05	0.007540677	0.903	0.5	0.030531852
Atad5	1.54E-05	0.073886546	0.161	0.5	0.030817792
Fmo2	1.62E-05	0.003120017	0.726	0	0.032469321
ENSRNOG00000032605	1.80E-05	0.803058179	0.839	0.111	0.03602887
Lrrn4cl	1.80E-05	0.005323766	0.71	0	0.03602887
AABR07053516.1	1.83E-05	-0.000436091	0.71	0	0.036616136
Nov	1.84E-05	0.03140946	0.952	0.556	0.036825112
AABR07016934.1	1.90E-05	0.009532394	0.984	0.611	0.037945163
Adora2b	1.92E-05	-0.000420633	0.629	0	0.038452302
RGD1309621	1.95E-05	-0.170027592	0.984	0.667	0.039061989
Plvap	1.97E-05	0.002385228	0.726	0.056	0.039320331
Top2a	2.10E-05	0.001259172	0.661	0	0.041971349
Mgp	2.10E-05	0.063041449	0.661	0	0.041971349
Acer2	2.10E-05	0.003149831	0.661	0	0.041971349
Zfp964	2.10E-05	0.014014386	0.661	0	0.041971349
Sncaip	2.10E-05	0.005291928	0.726	0	0.042072871
Ndst3	2.22E-05	0.000401883	0.694	0.056	0.044358433
Gpatch4	2.33E-05	0.008742505	0.855	0.167	0.046625857
Dusp2	2.33E-05	0.001437959	0.661	0	0.046625857
Ifih1	2.45E-05	-0.031603034	0.871	0.5	0.049074548
Nppc	2.50E-05	-0.002700147	0.71	0.056	0.050009406
Cd7	2.58E-05	0.003956228	0.645	0	0.051645271
Hlx	2.60E-05	-0.000969106	0.629	0	0.05194401
Zfp354c	2.70E-05	0.022238636	0.758	0.056	0.054086327
Ctsk	2.72E-05	0.000853079	0.645	0	0.054343748
Ctxn3	2.72E-05	0.120899915	0.677	0	0.054343748
Atp13a4	3.01E-05	0.002420939	0.629	0	0.060148117
Bub1	3.05E-05	0.000163609	0.645	0	0.061090623
Otc	3.16E-05	0.002506373	0.661	0	0.063266743
Bard1	3.22E-05	7.11E-05	0.645	0	0.064412629
Acot1	3.23E-05	0.17764169	0.677	0.056	0.064579219
Sorcs2	3.30E-05	-0.001167437	0.71	0.056	0.065906114
Ibsp	3.40E-05	-0.001005147	0.645	0	0.067905799
Abraxas1	3.50E-05	-0.002965574	0.323	0.611	0.069970801
Zfp52	3.67E-05	0.00109397	0.661	0	0.073484702
Ifit3	3.68E-05	0.000933753	0.726	0.056	0.073570685
Tmem164	3.68E-05	-0.259387893	0.968	0.556	0.073570685
Exosc3	3.70E-05	0.064556481	0.661	0	0.073986974
Lmo7	3.71E-05	-0.000645932	0.661	0	0.074202896
Fgf7	4.07E-05	0.000923112	0.597	0	0.08130463
Klhdc8b	4.07E-05	0.110188213	0.984	0.556	0.08130463
Gramd1b	4.07E-05	0.07934733	0.677	0	0.08130463
Sox15	4.41E-05	0.001439582	0.694	0.056	0.088242313
Nmu	4.72E-05	0.004523263	0.629	0	0.094366454
Ado	4.72E-05	-0.000162377	0.323	0.611	0.094366454
Myh11	4.96E-05	-0.007192658	0.339	0.611	0.099145932
Ednrb	4.96E-05	0.152298183	0.161	0.444	0.099145932
Arntl	4.96E-05	0.001776764	0.677	0	0.099145932
Pcnx2	5.21E-05	0.064714368	0.645	0	0.104154273
Rassf7	5.21E-05	0.007443224	0.855	0.222	0.104154273
Mylip	5.21E-05	0.178940162	0.903	0.556	0.104154273
Slc30a2	5.21E-05	6.85E-05	0.677	0.056	0.104201534
Cldn19	5.43E-05	-0.000122441	0.694	0.056	0.108543221
Zfp300	5.44E-05	-0.003911456	0.645	0	0.108895735
Npw	5.44E-05	8.94E-05	0.645	0	0.108895735
Ramp1	5.47E-05	0.000625104	0.694	0.056	0.109401738
Tifa	5.47E-05	-0.013377792	0.177	0.389	0.109401738
St5	5.59E-05	7.45E-06	0.581	0	0.111711794
Cox15	5.61E-05	0.002458757	0.677	0.111	0.11211701
Pnoc	5.74E-05	0.001139778	0.629	0	0.114899013
Fli1	5.74E-05	0.129787341	0.661	0	0.114899013
Dact1	5.74E-05	-0.2442149	0.742	0.111	0.114899013
Gfm2	5.74E-05	0.054072564	0.984	0.611	0.114899013
Gem	6.03E-05	0.000428441	0.694	0	0.120657226
Abca8	6.03E-05	-0.000643923	0.677	0	0.120657226
Nme5	6.33E-05	0.001672878	0.742	0.056	0.126687961
Ptchd1	6.65E-05	0.005407817	0.71	0	0.133003277
AABR07036336.1	6.65E-05	0.00226746	0.661	0	0.133003277
Il17rb	6.65E-05	0.000822736	0.645	0	0.133003277
Slitrk2	6.83E-05	0.006193573	0.661	0.056	0.136514359
Necab2	6.98E-05	0.090615923	0.742	0.056	0.139615725
Mettl25	7.06E-05	-0.001538713	0.177	0.556	0.141144662
LOC691995	7.17E-05	0.141386028	0.935	0.611	0.143429523
Wdr20	7.33E-05	0.069712528	0.823	0.278	0.146538363
Ube2c	7.69E-05	-0.000583797	0.629	0	0.15378478
Gda	8.07E-05	0.028153691	0.919	0.556	0.161369111
Uap1l1	8.07E-05	-0.144291668	0.758	0.167	0.161369111
Scgn	8.28E-05	0.000248199	0.597	0	0.165546365
Lrriq1	8.29E-05	-0.34536654	0.952	0.667	0.165738183
Exd2	8.47E-05	0.02697273	0.71	0	0.169306061
AABR07017159.1	8.62E-05	0.001064246	0.677	0	0.172446236
Emcn	8.67E-05	0.085927528	0.871	0.167	0.173428947
Myof	9.19E-05	0.002893809	0.548	0	0.183760302
Plscr1	9.25E-05	-0.001220036	0.645	0	0.184949857
Ucn2	9.57E-05	-3.12E-05	0.71	0.056	0.191496164
Calb2	9.77E-05	0.000743709	0.694	0.056	0.195388586
Unc13b	9.77E-05	0.000526598	0.645	0	0.195388586
Vps25	9.77E-05	0.002391241	0.694	0	0.195388586
Mab21l2	0.000102448	0.102384625	0.968	0.444	0.204895108
Rxfp1	0.000103577	0.001725275	0.694	0.056	0.207154549
Abcb1b	0.000107419	0.188699213	0.79	0.222	0.214837008
Cecr2	0.000107419	0.002383058	0.694	0.056	0.214837008
Arhgap24	0.000112616	-0.146852643	0.71	0.056	0.225232845
Fbxo32	0.000112616	0.048620785	0.968	0.611	0.225232845
Tjp2	0.000115659	0.000531942	0.677	0.056	0.231317879
Taf7	0.000121172	-0.045544849	0.984	0.611	0.242343065
Tfpi2	0.000123732	0.001390792	0.661	0	0.247464203
Cenpw	0.000123732	0.005132965	0.79	0.111	0.247464203
C1qb	0.000127634	0.000746228	0.677	0.056	0.25526853
AABR07060487.1	0.00012967	0.208450561	0.726	0.111	0.259340562
Eng	0.000130742	0.046862607	0.661	0.056	0.261483615
Tfeb	0.000134979	-0.003132059	0.629	0	0.269957303
Lef1	0.000135876	0.008613111	0.823	0.111	0.271752583
Bco1	0.000135876	0.00242103	0.548	0	0.271752583
Ndor1	0.000142361	0.12894073	0.161	0.278	0.284722703
Ppp1r42	0.000142361	0.00291125	0.871	0.167	0.284722703
Pip	0.000146188	-0.012044699	0.613	0	0.292375166
Inhba	0.000149137	0.12377681	0.21	0.444	0.298274216
Ccl3	0.000149137	0.00056223	0.677	0	0.298274216
Crip1	0.000149137	-0.070499845	0.968	0.611	0.298274216
Mgst2	0.000149137	-0.18036007	0.661	0.056	0.298274216
Layn	0.000149137	0.001045113	0.661	0	0.298274216
Dtwd1	0.000149137	-0.381332413	0.629	0.056	0.298274216
Nrgn	0.00015409	0.000427176	0.548	0	0.308180724
Clcn5	0.000156067	0.011674903	0.71	0.167	0.312134654
Foxs1	0.000179396	0.001872888	0.661	0	0.358791719
Tstd1	0.000179396	0.012833439	0.968	0.556	0.358791719
Rbp2	0.000187816	0.015668404	0.952	0.556	0.37563168
Atp11b	0.000196606	0.092384509	0.726	0.056	0.393212479
Gap43	0.000202607	-0.785159824	0.984	1	0.405213962
AABR07019088.1	0.000205782	0.000110159	0.29	0.611	0.411564269
Perp	0.000215359	0.168424753	0.839	0.556	0.430718316
Ercc6	0.000225354	0.003962412	0.726	0.111	0.450707035
AABR07001905.2	0.000233911	0.000424864	0.629	0.056	0.467821073
Bhlhe40	0.000235782	0.190857825	0.661	0	0.471564026
Lyve1	0.000235782	0.001479658	0.629	0	0.471564026
Cdkn3	0.000241734	-0.330343008	0.952	0.667	0.483468207
Npy5r	0.000247282	0.077455026	0.645	0.056	0.494564228
Tmem229a	0.000258012	-0.015470925	0.339	0.611	0.516023387
Ap1g2	0.000260057	0.000569801	0.548	0	0.520113043
Psmb9	0.000268039	0.17974417	0.839	0.167	0.536077968
Agl	0.00026985	0.211012997	0.71	0.056	0.539699234
Ina	0.000282195	-0.525599427	0.968	0.611	0.564390387
RGD1359508	0.000282195	-0.002908004	0.242	0.556	0.564390387
Fosl1	0.000287711	0.052344527	0.677	0	0.575421157
Abi3bp	0.000295068	0.062321159	0.726	0.056	0.590136966
Etv4	0.000295068	-0.001239447	0.661	0	0.590136966
Pltp	0.000319786	0.041316229	0.613	0	0.639572594
Il15ra	0.000319952	0.000885862	0.726	0.056	0.63990351
Stc1	0.000322482	-0.049357	0.597	0.056	0.644964063
Hoxb5	0.000322482	0.196660757	0.79	0.389	0.644964063
Hbb	0.000337066	-0.30953016	0.839	0.111	0.674132138
Cby3	0.000337066	-0.159357202	0.694	0.056	0.674132138
Metrnl	0.000345549	-0.001268504	0.726	0.111	0.691098103
Daglb	0.000368104	-0.200690785	0.645	0.056	0.736207891
Calm1	0.000378785	-0.449835762	1	1	0.757569926
Zfp28	0.000384093	-0.139917615	0.581	0.056	0.768185203
Txndc16	0.000384606	-0.192199671	0.565	0.056	0.769212653
Atp2b4	0.000393983	-0.283563769	0.968	0.556	0.787966679
AC141102.1	0.000396095	0.065775397	0.645	0	0.79218901
Fyb1	0.000401606	0.000256573	0.532	0	0.803212463
Bst2	0.000406187	0.008966409	0.581	0	0.81237307
Icam2	0.000419706	0.10817135	0.597	0	0.839411404
Npy1r	0.000419706	0.188289113	0.935	0.611	0.839411404
Prdm1	0.000419706	0.108166589	0.597	0	0.839411404
AABR07001910.1	0.000437677	-0.003177791	0.597	0	0.875353042
Lpar6	0.000438356	0.472567289	0.645	0	0.876712885
Prc1	0.000438356	0.065165597	0.597	0	0.876712885
Col3a1	0.000450495	0.002645174	0.694	0.111	0.900990036
Btd	0.000457779	0.113666695	0.306	0.5	0.915557172
Actr5	0.000458225	0.009851143	0.226	0.5	0.916449875
Zfp37	0.000468797	-0.168973167	0.968	0.667	0.93759366
Ets2	0.000478001	0.043908311	0.935	0.611	0.956002701
Slit3	0.000478001	0.061078101	0.371	0.611	0.956002701
AABR07052486.1	0.000487999	0.000553088	0.629	0.056	0.975998958
Slc25a15	0.000489469	-0.22926391	0.968	0.667	0.978938295
Ezh2	0.000499055	0.365828957	0.694	0.056	0.998109883
Rgs5	0.000500458	-0.006924887	0.597	0	1
Arid5a	0.000518558	0.000659089	0.71	0.111	1
Col28a1	0.000520971	-0.0101182	0.661	0.056	1
Rft1	0.000525587	-0.000737017	0.645	0	1
Map3k8	0.000543781	-0.003249896	0.71	0.056	1
Krba1	0.000543781	0.090136998	0.887	0.333	1
Cldn16	0.000543781	0.002958499	0.645	0	1
AABR07021544.1	0.000553228	0.059604306	0.581	0.056	1
Cmpk2	0.0005567	-0.57301299	0.968	0.556	1
Jmjd1c	0.000567518	-0.511342847	0.935	0.444	1
Plcd3	0.000567518	6.34E-05	0.629	0	1
Pimreg	0.000567518	0.000715364	0.581	0	1
Tfr2	0.000592218	-0.002887701	0.419	0.611	1
Sox5	0.000632532	0.000260546	0.726	0.056	1
Rdh10	0.000635134	0.015815379	0.629	0.056	1
Ccdc149	0.000650869	0.000129761	0.694	0.056	1
Gimap9	0.000672451	0.122475287	0.613	0	1
Plxna2	0.000672451	0.012675042	0.677	0.056	1
Csrnp1	0.000672451	0.121127445	0.629	0	1
AABR07018078.1	0.000724203	0.005813155	0.597	0	1
Mef2c	0.000731435	0.080712671	0.581	0	1
Serping1	0.000731435	0.073828038	0.29	0.556	1
Cited1	0.000736613	-0.005530149	0.613	0.056	1
Gatb	0.000742625	0.001501896	0.919	0.444	1
Ccdc68	0.000748416	-0.397890176	0.984	0.667	1
Arhgef18	0.000762696	-0.271280917	0.661	0.056	1
Dot1l	0.000795194	-0.000513135	0.661	0.056	1
Dusp18	0.000795194	0.001884706	0.323	0.556	1
Zfp512	0.000795194	-0.349999719	0.758	0.167	1
Cyba	0.000800888	0.084526758	0.677	0.278	1
ENSRNOG00000047321	0.000828974	-0.946566197	0.726	0.167	1
Plekhb1	0.000828974	0.129963095	0.242	0.278	1
Asic1	0.000828974	0.037978169	0.823	0.389	1
Capn10	0.000828974	0.149852545	0.565	0.056	1
Slc9a3r2	0.000848029	0.299248156	0.726	0.111	1
Sectm1b	0.000859598	0.076349847	0.468	0	1
Cd74	0.000900561	0.00033047	0.645	0	1
Litaf	0.000900561	-0.094705625	0.71	0.111	1
Ankrd39	0.000902194	0.000213712	0.565	0	1
Scgb1a1	0.000922298	0.002289372	0.597	0.056	1
Cdkn2c	0.000927509	-0.009542568	0.226	0.333	1
Nudt15	0.000938465	0.028352395	0.677	0.056	1
Kif20b	0.000977843	0.100172805	0.581	0	1
Zfp385a	0.000977843	0.075344634	0.742	0.278	1
Stx1a	0.001000019	-0.225056867	0.935	0.556	1
Atp2b2	0.001018746	-0.254591171	0.242	0.278	1
Mdm2	0.001018746	0.108215483	0.306	0.556	1
Myo3a	0.001018746	0.002990239	0.661	0	1
Rbbp6	0.001041772	0.503770036	0.952	0.611	1
Pi16	0.0010467	0.00107202	0.548	0	1
Tgds	0.001056379	0.000884979	0.629	0.056	1
Neb	0.001056978	-0.001699807	0.694	0.111	1
Bud13	0.001061227	-0.002435387	0.645	0	1
Apold1	0.001062665	0.001376241	0.629	0	1
Rgs9	0.001102476	0.051249786	0.581	0	1
Zfp46	0.001105342	0.000866409	0.516	0	1
Kcnk1	0.001105342	0.020505157	0.758	0.278	1
Gulp1	0.001118664	-0.11497374	0.677	0.056	1
Tpm2	0.001124693	0.053638568	0.661	0.056	1
Wdr17	0.001151148	-0.256900852	0.984	0.611	1
Fcgbp	0.001171589	0.00276895	0.629	0	1
Tyk2	0.001198703	-0.00348431	0.371	0.611	1
Mbd4	0.001198703	-0.230442995	0.774	0.333	1
Cdh9	0.001198703	0.005599546	0.629	0.056	1
Gjc1	0.001225486	0.001398134	0.419	0	1
Slfn4	0.00124692	-0.003365628	0.565	0.056	1
Igtp	0.001248067	0.151121843	0.629	0.056	1
Ctgf	0.001299302	-0.003895303	0.661	0.056	1
Vcam1	0.001306088	-0.002284835	0.629	0.056	1
Jag1	0.001308172	0.065295318	0.661	0	1
Slc39a10	0.001329902	0.097477203	0.823	0.333	1
Mdk	0.001352473	-0.024998696	0.339	0.5	1
Agk	0.001352473	0.175629622	0.565	0	1
Larp1	0.001352473	0.279960919	0.581	0	1
Fxyd7	0.001387361	-0.532455283	1	1	1
Ctnnal1	0.001407644	0.117676419	0.629	0	1
Pde2a	0.001496989	-0.056619571	0.887	0.556	1
S100a9	0.001524261	-0.017572073	0.29	0.389	1
Rasef	0.001524261	0.25019671	0.581	0	1
Lyz2	0.001546756	0.011707713	0.323	0.556	1
Cdc20	0.001568098	7.74E-05	0.581	0	1
Smagp	0.001568098	0.025695356	0.581	0	1
Zfp691	0.001573111	-0.002096128	0.629	0	1
Arpp21	0.001585849	-0.136451349	0.613	0.056	1
ENSRNOG00000030871	0.001585849	0.170874626	0.984	0.611	1
Ccnd1	0.001649721	0.019662566	0.355	0.611	1
Grxcr2	0.001649721	0.187504669	0.419	0.611	1
Rbm27	0.001649721	0.073998351	0.452	0.611	1
Atg2b	0.001649721	0.007313373	0.968	0.611	1
Gab1	0.001649721	0.088895851	0.387	0.611	1
Rasl11a	0.00175304	-0.147847166	0.871	0.667	1
S100a4	0.00178462	1.079975434	0.565	0.111	1
Oasl2	0.00178462	0.300034403	0.597	0	1
RT1-A1	0.001855807	0.307441611	0.726	0.111	1
Wdr60	0.001895638	-0.101049653	0.742	0.111	1
LOC100912373	0.001929594	0.007781031	0.597	0	1
Gcnt1	0.002019733	0.009860338	0.597	0.056	1
Hsbp1l1	0.00208531	0.183142045	0.871	0.611	1
Tnfaip6	0.002167416	0.170746648	0.613	0	1
Reg3a	0.002167416	0.08318176	0.952	0.611	1
Tac3	0.002167416	0.096733064	0.565	0	1
Cd34	0.002167416	0.034197491	0.984	0.611	1
Il1b	0.002186481	0.008879119	0.694	0.111	1
Gbp5	0.002230818	-0.009922845	0.629	0.056	1
Rims1	0.002252476	0.013871295	0.968	0.556	1
Tmcc2	0.002252476	0.043306977	0.968	0.611	1
Prpf8	0.002252476	-0.155009743	0.645	0.056	1
AABR07054361.1	0.002380738	-0.126757688	0.694	0.111	1
Pmp2	0.002389764	0.687070443	0.935	0.556	1
Nnat	0.002431839	-0.673845553	0.79	0.167	1
Bgn	0.002431839	0.0380158	0.935	0.611	1
Epb41l2	0.002431839	-0.049875545	0.323	0.611	1
Gpr37l1	0.002431839	0.020913863	0.903	0.611	1
Alox5ap	0.002431839	0.116608124	0.694	0.333	1
Panx3	0.002431839	0.001383604	0.645	0.056	1
Kcnmb2	0.002482754	0.376367789	0.677	0.056	1
Hmgcr	0.002526339	0.445054193	0.581	0	1
Med12l	0.002526339	0.016446009	0.323	0.389	1
LOC102549817	0.002526339	0.00332032	0.484	0	1
Kctd15	0.002526339	0.000665204	0.597	0	1
Col1a1	0.002619436	-0.007825605	0.613	0.056	1
Fam76a	0.002624187	0.146399819	0.5	0	1
ENSRNOG00000061528	0.002683492	0.019902644	0.694	0.278	1
Chic1	0.002725488	0.095388602	0.581	0	1
Lime1	0.002848182	0.00010538	0.403	0	1
Hoxc8	0.002861821	0.011527444	0.645	0.111	1
Hpcal4	0.002970996	0.000338014	0.855	0.333	1
Spc24	0.003051202	0.218748573	0.565	0.056	1
Tysnd1	0.003051202	-0.007116836	0.194	0.444	1
Cenpm	0.003051202	0.000875201	0.548	0	1
Dlg2	0.003051202	0.026220187	0.774	0.333	1
Cacna1d	0.003073615	0.001585469	0.194	0.333	1
Aebp1	0.003167423	0.03936371	0.613	0	1
Rgs16	0.003247288	0.117512271	0.565	0	1
Irgm	0.003287665	0.017228131	0.645	0.056	1
Unc5b	0.003287665	0.00090602	0.306	0.556	1
Nupl2	0.003287665	0.037458558	0.871	0.556	1
Map4k5	0.003287665	0.040590444	0.935	0.611	1
AABR07034362.2	0.003287665	0.149450686	0.629	0.056	1
Pcp4	0.003354534	-0.084509864	0.742	0.111	1
Adgrg2	0.003412051	0.158251945	0.387	0.556	1
Fsip1	0.003468955	-0.000731691	0.726	0.111	1
Maip1	0.003540707	-0.17159963	0.694	0.111	1
Sox2	0.003673762	0.158674264	0.581	0	1
Pdzrn3	0.003714436	-0.13040905	0.645	0.056	1
Sct	0.003747666	-0.375543654	0.613	0.111	1
Zfp608	0.003811348	-0.111919003	0.613	0.056	1
Lrp12	0.003811348	0.094996504	0.581	0	1
Apbb1ip	0.003824082	0.000608437	0.355	0	1
Acta2	0.003849758	-0.001564158	0.548	0.056	1
Mmrn2	0.0038728	-0.00118619	0.548	0	1
Mphosph9	0.0039218	0.000266674	0.71	0.333	1
AC141169.2	0.0039536	-0.15505035	0.597	0.056	1
Slc51a	0.0039536	-0.268037854	0.661	0.111	1
Abcg3l3	0.0039536	0.002187008	0.887	0.5	1
Cdh8	0.0039536	0.003079182	0.742	0.167	1
ENSRNOG00000034161	0.004043758	-1.395682845	0.952	0.833	1
RGD1564053	0.004100657	0.184174388	0.435	0	1
Rtn1	0.004194667	-0.470976581	0.984	1	1
Adgrf5	0.004204298	0.066482786	0.468	0.056	1
Aif1l	0.004293041	0.000648867	0.435	0	1
Rsph9	0.004300972	-0.016973928	0.597	0	1
Stmn2	0.004349745	-0.369582239	1	1	1
Bcat1	0.004428754	-0.649433553	0.935	0.889	1
Arhgap15	0.004662043	-0.1878077	0.984	0.667	1
Resp18	0.004675592	-0.49254641	0.968	1	1
Trim7	0.00468522	0.03969285	0.548	0	1
Slc16a13	0.004739827	0.003284554	0.887	0.556	1
Hoxc9	0.004739827	0.311785124	0.226	0.278	1
RF00030	0.004739827	0.094696118	0.597	0	1
Rhoj	0.00491311	0.172416329	0.387	0.556	1
Grap	0.00491311	0.102845668	0.516	0	1
Myoc	0.005010572	9.65E-05	0.339	0	1
AABR07034438.1	0.005040579	0.085123157	0.355	0.5	1
Stmn1	0.005111051	-0.904411142	0.871	0.833	1
Fbxo30	0.00527697	-0.117950208	0.661	0.111	1
Slc39a8	0.005428699	0.000387699	0.516	0	1
Sst	0.00557344	1.107079092	0.661	0.056	1
Ccl7	0.00557344	-0.077707282	0.371	0.611	1
Ugt8	0.005738962	0.039112513	0.532	0	1
Baz1a	0.005868507	0.090445033	0.597	0.056	1
Dclre1a	0.005868507	0.058412316	0.274	0.278	1
Fam92b	0.006078582	0.028666841	0.661	0.278	1
Cx3cl1	0.006210022	0.034888872	0.629	0.056	1
Cav2	0.006295407	0.031840543	0.887	0.611	1
Tek	0.006295407	-0.198264144	0.613	0.056	1
Irf7	0.006295407	-0.068478251	0.613	0.056	1
Mia	0.006433413	0.03986681	0.581	0.056	1
Myo1b	0.006519169	0.051768103	0.258	0.222	1
Dbf4	0.006519169	0.000186554	0.548	0	1
Fam89a	0.006750059	0.002712291	0.565	0.056	1
Scarb1	0.006750059	0.037547166	0.613	0	1
Mfap3l	0.006750059	0.126067957	0.548	0	1
Pip5k1b	0.00676591	-0.408667164	0.887	0.611	1
Ckap2	0.006988273	-0.003866209	0.306	0.333	1
Cfi	0.006988273	0.300123116	0.968	0.611	1
Lsr	0.006988273	-0.008228757	0.645	0.056	1
Gria4	0.00723401	0.125386856	0.839	0.556	1
Elmsan1	0.00723401	0.000941135	0.677	0.056	1
Xk	0.00723401	0.188175995	0.468	0	1
Pstpip1	0.00723401	0.236255889	0.548	0.111	1
Pou3f2	0.007298812	0.000273989	0.532	0	1
Krt7	0.007487474	0.038978197	0.726	0.278	1
Mns1	0.007487474	0.05998213	0.29	0.389	1
Rtn2	0.007487474	0.181265801	0.29	0.167	1
Mmd2	0.007748874	0.03800695	0.758	0.444	1
Slc18a2	0.007748874	0.007649209	0.532	0	1
Tmem233	0.008296335	0.147235754	0.435	0	1
Tom1l1	0.008601907	-0.281280226	0.694	0.222	1
G0s2	0.008878146	-0.209716941	0.516	0.056	1
Creld2	0.008878146	0.178136934	0.274	0.222	1
Igfbp6	0.008878146	0.117722916	0.419	0.556	1
Hspb3	0.008878146	-0.001644319	0.677	0.111	1
Dcxr	0.008878146	0.083433493	0.935	0.611	1
Tnfrsf1b	0.008907178	-0.002536821	0.516	0	1
Nuf2	0.009182502	0.001478726	0.871	0.5	1
Ndrg1	0.009182502	0.134415947	0.597	0.056	1
Gsta4	0.009182502	0.114056244	0.355	0.556	1
Bcas1	0.009235146	0.073161303	0.258	0.278	1
Tbc1d30	0.009349764	0.091448605	0.742	0.278	1
Cdh5	0.009496136	-0.010852172	0.823	0.222	1
Sp110	0.009516736	-0.527283682	0.258	0.222	1
Trib3	0.009819289	-0.142904657	0.984	0.611	1
Zfp128	0.009819289	0.064578707	0.323	0.5	1
Cyb5r1	0.010021206	-0.521415488	0.952	1	1
Rasd1	0.010152204	-0.000555592	0.597	0	1
Cbln2	0.010495133	0.014648955	0.677	0.278	1
Zeb2	0.010495133	0.105065523	0.742	0.167	1
Col14a1	0.010495133	0.119755153	0.677	0.056	1
LOC103694857	0.010848328	0.147488876	0.435	0	1
Rab6b	0.011067936	-0.54865719	0.903	0.944	1
Prx	0.011136934	0.00034336	0.323	0	1
Rtp4	0.011212049	0.010897206	0.952	0.611	1
ENSRNOG00000055947	0.011212049	0.04291349	0.258	0.222	1
Coq10b	0.011212049	0.026932918	0.29	0.389	1
Rab37	0.011212049	0.027030746	0.387	0.556	1
Ppp1r1a	0.011586559	-0.047967148	0.629	0.167	1
Pcdh19	0.011586559	-0.000385822	0.726	0.444	1
Tbc1d9	0.011586559	0.182913117	0.435	0	1
Ttk	0.011710561	-4.70E-06	0.435	0	1
Rasal2	0.011972128	0.347080994	0.355	0.556	1
Egfl8	0.011972128	0.326821378	0.452	0.611	1
Camk2a	0.011972128	0.039650812	0.79	0.556	1
Sphk1	0.011972128	0.133410624	0.597	0	1
Slfn5	0.012087756	0.092549949	0.532	0	1
LOC100912489	0.01236903	0.16323902	0.258	0.111	1
Scara3	0.01236903	3.05E-05	0.565	0.056	1
Reep5	0.012615431	-0.405353917	0.968	1	1
Cd24	0.012777542	0.484712806	0.581	0.056	1
Ier5l	0.012777542	0.004480981	0.903	0.611	1
Arl4a	0.013427949	0.351656099	0.726	0.222	1
